record_id,transaction_date,location_id,region,subregion,country,state_province,city,plant,business_unit,market,sales_territory,latitude,longitude,product_id,product_line,product_family,product_category,product_subcategory,brand,sku,strategic_product_flag,launch_year,product_active_flag,customer_id,key_customer,customer_name,customer_group,customer_segment,industry,channel,account_manager,global_account_flag,customer_tier,customer_country,customer_region,customer_active_flag,scenario_id,scenario,scenario_type,version,currency_id,currency_code,currency_name,fx_rate_to_usd,fx_rate_date,reporting_currency_flag,revenue_usd,gross_sales_usd,discounts_usd,returns_usd,net_sales_usd,cogs_usd,gross_profit_usd,sgna_usd,rd_usd,ebit_usd,ebitda_usd,net_income_usd,depreciation_amortization,interest_amount,taxes_pct,order_backlog_usd,bookings_usd,pipeline_usd,capex_usd,opex_usd,working_capital_usd,cash_conversion_pct,headcount,productivity_per_head_usd,estimated_market_share_pct,on_time_delivery_pct,customer_quality_ppm,lost_time_incidents,inventory_usd,units_sold,price_per_unit
REC100344,18-Nov-2024,LOC010,Latin America,Brazil,Brazil,São Paulo,Campinas,Campinas Plant,Consumer,LATAM,Brazil Southeast,-22.91,-47.06,PROD002,Alpha,Sensors,Hardware,Temperature Sensors,Auron,AUR-AL-1552,,2021,1,CUST006,T,Orion Automotive GmbH,Orion Mobility,Key Accounts,Automotive,OEM,Priya Nair, y ,Tier 2,Brazil,Latin America,Y,SCN004,Forecast,Rolling Forecast,RF_Q2,CUR008,BRL,Brazilian Real,0.21,11/01/2024,F,22232149.42, 25527481.46 ,2275737.35,367832.32,22883911.79,13895474.8,8988436.99, 2664629.55 ,419622.66,5904184.78,"6,734,459.95",3681439.27,"830,275.17",221129.38,0.3522, 43567412.47 ,23369238.87,101867508.7,314588.5,3672010.7,,0.881,2139,10572.47, 21.05% ,0.951,577,0,7273262.63,4924,5079.59
REC100345,2023-07-18,LOC003,North America,Mexico,Mexico,Nuevo León,Monterrey,Monterrey Hub,Industrial,LATAM,Mexico North,,-100.32,PROD012,Theta,Power,HARDWARE,Power Supplies,Voltis,VOL-TH-6549,0,2014,T,CUST011,TRUE,Apex Robotics,Apex Group,Key Accounts,Technology,Direct,D. Johnson,Yes,Tier 3,Mexico,North America,, SCN003 ,Forecast,Rolling Forecast,RF_Q1,CUR003,MXN, Mexican Peso ,$0.06,2023-07-01,,501256.39,570193.61,,4624.99,506662.44,383768.14,122894.3,60114.35,10441.27,52338.68,65916.68,29063.48,13578.0,6965.07,0.3595, 227361.54 ,551038.22,2387204.09,9164.88,,200104.98,81.7%,301,1684.13,0.0079,0.921,4629,0,419926.45,2182,273.26
REC100346,2025-08-21,LOC003,North America,Mexico,Mexico,Nuevo León,Monterrey,Monterrey Hub,Industrial,LATAM,Mexico North,$25.69,-100.32,PROD008,Epsilon,Services,Services,Implementation,ConsultPro,CON-EP-8357,F,2016,T,CUST003,F,RetailNova SA,RetailNova,Mid-Market,Retail,Distributor,R. Patel,No,Tier 1,Mexico,North America, y ,SCN004,Forecast,Rolling Forecast,RF_Q2,CUR003,Mxn,Mexican Peso,0.06,2025-08-01,0,2531704.11,2729001.54, 274860.66 ,"$19,538.77",2434602.11,"1,306,758.87","$1,127,843.24",190779.66,42855.93,894207.65,946375.94,748762.22,52168.3,13302.46,0.15,3293711.45,,3712888.78,162756.06,265498.16,240630.8,0.5521,78,31381.78,0.3415,0.9667,6173,0,1734493.91,45,64094.23
REC100347,20240701,LOC004,Europe,Western Europe, Deutschland ,Bavaria,Munich,Munich Works,Automotive,EMEA,DACH,,11.58,PROD010,Zeta,Edge Devices,Hardware,Gateways,Auron,AUR-ZE-3397,,2024,TRUE,CUST007, y ,Skyline Telecom,Skyline Group,Enterprise,Telecom,Direct,S. Müller,N,Growth,China,Asia Pacific,1,SCN001,Actual,Actual, v1,CUR002,EUR,Euro,$1.09,2024-07-01,0,6644546.35,7462007.48,778631.2,5639.55,"$6,677,736.73",4322231.09,"2,355,505.64","739,276.54",267537.47,"$1,348,691.63",1472194.2,934339.16,123502.57,57614.81,27.6%,11356245.61,"7,141,627.50",23166601.93,"$100,498.71",1102675.51,1545017.05,66.15,556,11950.62,0.1417,0.8252,1074,0,5968534.48,2696,2740.15
REC100348,09-Aug-2025,LOC008,Asia Pacific,East Asia,Japan,Tokyo,Tokyo,Tokyo Center,Technology,APAC,Japan,35.68,139.65,PROD012,Theta,Power,Hardware, Power Supplies ,Voltis,VOL-TH-8466,0,2014,Y,CUST011,TRUE,Apex Robotics,Apex Group,Key Accounts,Technology,Direct,Priya Nair,Yes,Strategic,United States,North America,No,SCN001,Actual,Actual,v1,CUR006,JPY,Japanese Yen,0.01,2025-08-01,Inactive,,2363152.43,198710.57,75815.95,2088625.91,1532751.83,555874.08,193281.42,41011.08,,416476.72,225101.33,94895.13,14535.02,0.2669,1737542.57,2283767.88,"2,858,178.99",68237.08,284299.01,532086.81,64.2%,866,"$2,405.22",0.207,0.8612,3200,1,762239.56,683,3369.06
REC100349,2024-10-20,LOC005,Europe,Southern Europe,Spain,catalonia, Barcelona,Barcelona Plant,Consumer, EMEA  ,Iberia,41.39,$2.17,PROD002,Alpha,SENSORS,Hardware,Temperature Sensors,Auron,AUR-AL-7072,,2021,,CUST002,T,BluePeak Energy,BluePeak Holdings,Key Accounts,Energy,Direct,A. Brown,TRUE,Tier 3,China,Asia Pacific,FALSE,SCN003,Forecast,Rolling Forecast,RF_Q1,CUR002,EUR,Euro,1.07,2024-10-01,,"$5,209,858.01",5571261.04,480096.49,219128.54,4872036.01,2520447.79,2351588.22,358364.79,,1750920.91,1958331.3,1158065.72,207410.39,38913.84,0.3236,"2,774,966.12",4182950.3,15070510.09,"$339,337.05","688,889.69",1188928.39,0.5259,779,6208.42,0.2395,81.64,6040,1,3878653.4,4273,1252.43
REC100350,2023-11-08,LOC009,Asia Pacific,South Asia,India,Karnataka,Bengaluru,Bengaluru Hub,Services,APAC,India,12.97,77.59,PROD010,Zeta,Edge Devices,Hardware,,Auron,AUR-ZE-2676,Active,,TRUE,CUST016,TRUE,TerraPharm,TerraPharm,Enterprise,Pharma,Direct,L. García,No,Strategic,United Kingdom,Europe,TRUE,SCN001,Actual,Actual,v1,CUR007,INR,Indian Rupee,$0.01,2023-11-01,N,7001347.49,7818053.42,,143757.1,6974974.88,5183719.16,1791255.73,1208154.4,116829.47,466271.85,783396.43,"$236,796.84",317124.58,124437.08,0.3073,"9,895,059.39",8626728.26,25977114.48,400689.46,"1,488,320.68",677042.12,0.7822,1149,6093.43,8.78,0.9763,6176,3,,1241,5867.8
REC100351,2024-10-30,LOC008,Asia Pacific,East Asia,Japan, Tokyo ,TOKYO,Tokyo Center,TECHNOLOGY,APAC,Japan,35.68, 139.65 ,PROD004,Gamma,Drives,Hardware,Servo Drives,Voltis,VOL-GA-5812,,,Yes,CUST008,F,Pacific Foods Co,Pacific Foods,SMB,Consumer Goods,Reseller,J. Smith,Inactive,Tier 1,Japan,Asia Pacific,N,SCN001,Actual,Actual,v1,CUR006,JPY,Japanese Yen,0.01,2024-10-01,F,5059165.66,5483951.87,418164.23,"$93,101.78","4,972,685.85",2488060.76,"$2,484,625.09",962606.19,91528.79,"$1,430,490.11",1544557.16,1177886.45,"114,067.05",64997.14,0.1374,6716225.23,"$5,252,494.75",,,1204922.1, 700895.48 ,0.4992,182,27797.61, 16.07% ,86.4%,3809,0,4198845.06,4651,1102.51
REC100352,2026-01-01,LOC003,North America,Mexico,Mexico,Nuevo León,Monterrey,Monterrey Hub,Industrial,LATAM,Mexico North,25.69,-100.32,PROD005,Gamma,Drives,HARDWARE,Variable Frequency Drives,Voltis,VOL-GA-1662,0,2018,,CUST011,,Apex Robotics,Apex Group, Key Accounts ,Technology,Direct,Priya Nair,Yes,Tier 3,United Kingdom, Europe,Yes,SCN001,Actual,Actual,v1,CUR003,MXN,Mexican Peso,0.06,2026-01-01,No,2988392.53,3433236.83,366992.08,111858.53,2954386.23,1837723.61,1116662.62,504919.09,21541.58,"590,201.96",733407.52,491353.01,143205.56,21690.03,0.1357,4689090.03,3292466.95,"10,519,432.25",111342.53,533882.73,565118.33,0.472,2,1016.11,0.3643,0.7981,121,0,1631898.77,2695,"$1,201.89"
REC100353,2024-12-25,LOC012,Europe,Central Europe,Poland,Mazovia,Warsaw,Warsaw Operations,Automotive,EMEA,CEE,52.23,21.01,PROD003,Beta,Controllers,Hardware,Programmable Controllers,Nexa,NEX-BE-3260,,2017,T,CUST020,,Andes Agro,,Mid-Market,Agriculture,Reseller,Priya Nair,,Tier 1,Great Britain,Europe,TRUE,SCN002,Budget,Plan,fy26.1,CUR010,PLN,Polish Zloty,$0.25,01-Dec-2024,No,6652129.61,6997863.69,264320.72,66071.81,6667471.16,"$3,260,792.35",3406678.81,"1,237,980.38",140015.09,2028683.34,2168471.8,1681155.59,139788.46,43492.89,0.1532,4791105.0,8082926.72,28148019.58,179704.22,,"832,320.62",0.4892,3193,2106.4,5.92,0.9258,3724,2,1347335.82,4485,1513.14
REC100354,2025-01-26, LOC006 ,Europe,Northern Europe, United Kingdom ,ENGLAND,Manchester,Manchester Site,Technology,EMEA,UKI,53.48,-2.24,PROD003,Beta,Controllers,Hardware,Programmable Controllers, Nexa ,NEX-BE-7387, n ,2017,Active,CUST004,T,Medicore Systems,MediCore,Enterprise,Healthcare,Direct,D. Johnson,0,Tier 3,United Kingdom,Europe,1,SCN004,Forecast,Rolling Forecast,RF_Q2,CUR004,Gbp,Pound Sterling,1.24,2025-01-01,N,"16,931,355.41",18277134.17,1171927.94,169867.47,16935338.76,11830663.92,"$5,104,674.84",2404328.17,334499.22,2365847.45,,1848308.99,812657.92, 95114.34 ,0.186,31815802.01,19287623.82,67117285.28,787353.53,3180942.38,2997064.39,0.5746,891,18868.64,0.0074,0.804,164,1,23590281.2,3083,5762.79
REC100355,2025/12/24,LOC008,Asia Pacific,EAST ASIA,japan,Tokyo,Tokyo,Tokyo Center,technology,APAC,Japan,35.68,139.65,PROD007,Delta,Software,Software,Monitoring Platform,Synapse,SYN-DE-3873,,2020,TRUE,CUST014,No,MetroBuild Corp,MetroBuild,Mid-Market,Construction,Direct,S. Müller,0,Strategic,Japan,Asia Pacific,T,SCN001,Actual,Actual,v1,CUR006,JPY,Japanese Yen,0.01,01-Dec-2025,N,10052790.6,10394263.28,337265.55,23753.4,10033244.33,,6038045.17,"1,025,683.51",,4661260.63,5157117.2,3505713.42,"$495,856.56",35639.83,0.2421,17294300.35, 11076238.91 ,22302273.57,623384.81,1456326.46,1673077.32,0.5816,704,"14,279.53",0.1853,0.9439,3946,1,5234066.08,800,
REC100356,2023-01-10,LOC001,North America,US & Canada,United States, Texas  ,Austin,Austin Plant,Industrial,OEM,South Central,30.27,-97.74,prod007,Delta,Software,Software,monitoring platform,Synapse,SYN-DE-2342,TRUE,2020,Yes,CUST015,TRUE,Helios Aerospace,Helios,Enterprise,Aerospace,OEM,R. Patel,,Tier 2,Mexico,North America,Y,SCN001,Actual,Actual,,CUR001,USD,US Dollar,1.03,2023-01-01, y ,4514283.68,"4,747,015.86",258106.52,23356.91,4465552.43,1732963.35,2732589.08,710877.22,42806.57,1978905.29,2165792.33,"$1,322,414.54",186887.04,"$82,200.81",0.3028,9072321.03,5791471.41,,,786875.84,1423413.21,67.3%,2869,1573.47,0.351,0.866,2801,0,2693442.57,184,27247.46
REC100357,20240104,LOC008,ASIA PACIFIC,East Asia,Japan,Tokyo,Tokyo,Tokyo Center,technology,APAC, Japan,35.68,139.65,PROD005,,Drives,Hardware,Variable Frequency Drives,Voltis,VOL-GA-3208,F,2018,Yes,CUST016,,TerraPharm,TerraPharm,Enterprise,Pharma,Direct,R. Patel,F,Strategic,China,Asia Pacific,,SCN001,Actual,Actual,v1,CUR006,Jpy,Japanese Yen,0.01,2024-01-01,0,2618380.23,2809495.83,74184.16,108847.96,2626463.71,2039198.2,587265.51,230560.53,40558.03,316146.94,400129.63,193702.3,83982.69,37857.76,0.304,2824672.13,3646287.51,13143359.73,178596.71,280948.35,659757.57,1.0963,3008,870.47,0.2889,0.9119,1688,0,3821742.02,466,6087.6
REC100358,2025-06-08,LOC012,Europe,Central Europe,Poland,Mazovia,Warsaw,Warsaw Operations,Automotive,EMEA,cee,52.23,21.01,PROD009,Epsilon,Services,Services,Maintenance,ConsultPro,CON-EP-2164,,2015,Active,CUST017,FALSE,RapidLogix,RapidLogix,SMB,Logistics,Distributor,L. García,,Tier 1,Poland,Europe,1,SCN002,Budget,Plan,FY26.1,CUR010,PLN,Polish Zloty,0.26,2025-06-01,0,11575791.75,"12,422,619.32",1337238.89,,11065478.43,,"2,697,010.15",1016562.94,326629.59,1353817.63,1873708.6,911197.18,519890.98,"$215,990.86",0.1992,5864350.22,11554249.29,30486693.66,830579.33,1658676.55,1938236.85,0.8952,3080,3563.3,0.1769,0.7945,697,0,3487388.61,205,
REC100359,,LOC012,Europe,Central Europe,Poland,Mazovia,Warsaw,Warsaw Operations,Automotive,EMEA,CEE,52.23,21.01,PROD010,Zeta,Edge Devices,Hardware,Gateways, Auron  ,AUR-ZE-8453,T,2024,Active,CUST019,,BrightHome Retail,BrightHome,SMB,Retail,Marketplace,D. Johnson,,Tier 3,Poland,Europe,1,SCN002,Budget,Plan,FY26.1,CUR010,PLN,Polish Zloty,0.25,03/01/2026,,4585178.82,4966407.83,193573.04,217718.82,4555115.97,2807301.31,1747814.66,794861.01,51550.91,901402.74,1039561.17,571787.37,138158.42, 17564.48 ,0.3531,"$5,400,319.24",6825003.3, 8193657.73 ,403547.84,880997.98,,108.5%,935,4991.88,0.321,0.809,3804,0, 4267356.35 ,2388,"2,116.09"
REC100360,2025-01-01,LOC004,Europe,Western Europe,Germany,Bavaria,Munich,Munich Works,Automotive,EMEA,DACH, 48.14 ,11.58,PROD004,Gamma,Drives,Hardware,Servo Drives,Voltis,VOL-GA-3725,1,2022,Yes,CUST013,0,FreshWave Beverages,FreshWave,SMB,Food & Beverage,Reseller,D. Johnson, n ,Tier 3,Germany,Europe,T,SCN001,,Actual,v1,CUR002,EUR,Euro,1.08,01/01/2025, n ,4711476.04,5320429.42,423994.76,139646.8,4756787.86,"3,247,593.78",1509194.08,879323.24,113047.08,516823.76,695737.3,347262.54,178913.54,18469.75,0.3032,4829828.26,4261555.42,15153885.21,376528.83,1048544.93,800789.42,58.66,2164,2177.21,28.28,0.9936,2010,0,3269892.32,2460,2194.32
REC100361,2025-06-27,LOC012,Europe,Central Europe,Poland,Mazovia,Warsaw,Warsaw Operations,Automotive,EMEA,CEE,52.23,21.01,PROD006,Delta,Software,Software,Analytics Suite,Synapse,SYN-DE-6194, y ,2023,,CUST007,Active,Skyline Telecom,Skyline Group,Enterprise,Telecom,Direct,A. Brown,N,Tier 2,Poland,Europe, y ,SCN001,Actual,Actual,v1,CUR010,PLN,Polish Zloty,0.26,2025-06-01,FALSE,15485871.46,16532660.4,622306.22,392412.6,"$15,517,941.58",7136832.88,,993965.7,"863,837.38",6523305.62,"$6,915,305.02",5169101.38,391999.4,82549.15,19.7%,23137231.19,17030596.59,30974608.16,,2222238.78,3854610.64,0.4028,2605,"$5,944.67",0.3201,0.9158,1975,0,3541725.95,318,51576.78
REC100362,2025-03-20,LOC005,Europe,Southern Europe,Spain,Catalonia,Barcelona,Barcelona Plant,Consumer,EMEA,Iberia,41.39,2.17,PROD004,Gamma,Drives,Hardware,Servo Drives,Voltis,VOL-GA-7273, y ,2022,Yes,CUST015,Yes,Helios Aerospace,Helios,Enterprise,Aerospace,OEM,J. Smith,,Strategic,United Kingdom,Europe, y ,SCN001,Actual,Actual,v1,CUR002,EUR,Euro,1.07,2025-03-01,N,7601295.47,7883360.06,"$191,802.69",130684.7,7560872.67,5548651.05,2012221.62,"1,204,025.11",210899.57,597296.94,820708.18,"$426,178.78",223411.23,65326.14,0.1989,14758930.0,9928977.85,"$39,751,862.06","$393,638.14",1616547.56,735025.6,1.0733,647,11748.52,0.1006,86.1%,2923,0,6517218.2,2175,3583.8
REC100363,2023-09-26,LOC003,North America,Mexico,Mexico,Nuevo León,Monterrey,Monterrey Hub,Industrial,LATAM, Mexico North,25.69,-100.32,PROD010,Zeta,Edge Devices,Hardware,Gateways,Auron,AUR-ZE-5884,TRUE,,1,CUST020,N,Andes Agro,Andes Agro,Mid-Market,Agriculture,Reseller,Priya Nair,FALSE,Growth,Mexico,North America, y ,SCN003,Forecast,Rolling Forecast,RF_Q1,CUR003,MXN,Mexican Peso,0.06,2023-09-01,0,12328145.73,12903534.14,"1,103,149.61",135934.39,"$11,664,450.15",5892054.92,5772395.22,"$982,481.41",322817.43,4467096.39,4954828.39,3292989.66,487732.0,52944.16,0.254,"$10,839,627.86",14487057.57,49372988.38,349776.82,1528095.55,1847171.45,0.4547,2042,5782.23,0.3401,0.9378,135,2,10107934.04,2319,5468.75
REC100364,2024-09-09,LOC011,Middle East & Africa,Middle East,United Arab Emirates, Dubai  ,Dubai,Dubai Distribution,Industrial,MEA,GCC,25.2,55.27,PROD002,Alpha,Sensors,Hardware,Temperature Sensors,Auron,AUR-AL-9174,Active,2021,TRUE,CUST009,T,Greengrid Utilities,GreenGrid,Enterprise,Utilities,Direct,S. Müller, n ,Tier 1,Japan,Asia Pacific,Active,SCN001,Actual,Actual,v1,CUR009,AED,UAE Dirham,0.27,2024-09-01,Inactive,294289.87,346709.13,39461.9,7170.69,300076.54,210268.18,"$89,808.36",59524.36,12531.62,"$17,752.38",29928.69,8671.25,12176.31,5624.94,0.285,370694.42,302800.31,607356.58,14594.1,75461.61,115363.11,0.5441,2275,129.36,0.0383,0.984,790,0,377813.01,2161,162.53
REC100365,2023-05-31,LOC010,Latin America, Brazil ,Brazil,São Paulo,Campinas,Campinas Plant,Consumer,LATAM,Brazil Southeast, -22.91 ,-47.06,PROD005,Gamma,Drives,Hardware,Variable Frequency Drives,Voltis,VOL-GA-7508,No,2018,Yes,CUST013,No,FreshWave Beverages,FreshWave,SMB,Food & Beverage,Reseller,L. García,Inactive,Tier 1,United Kingdom,Europe,TRUE,SCN002,Budget,PLAN,FY26.1,CUR008,BRL,Brazilian Real,0.20,2023-05-01,0,2739447.94,2982890.25, 355081.75 ,,2618990.28,, 1297179.86 ,445542.35,24958.86,826678.65,929436.98,670273.97,102758.34,27583.31,0.1612,3275925.28,3690274.47,5700607.94,45258.86,503452.41,591739.23,0.9875,,"$2,973.14",0.3044,0.9218,3345,0,1438093.29,1626,1806.02
REC100366,2025-12-06,LOC002,North America,US & Canada,United States,California,San Jose,Silicon Plant,Technology,Enterprise,West,37.34,-121.89,PROD010,Zeta,edge devices,Hardware,Gateways,Auron,AUR-ZE-2100, y ,2024,,CUST020,F,Andes Agro,Andes Agro,Mid-Market,Agriculture,Reseller,A. Brown, n ,Tier 1,United States, North America,T,SCN003,Forecast,Rolling Forecast,RF_Q1,CUR001,USD,US Dollar,1.03,2025-12-01,1,3660726.5,3859229.17,194870.15,46456.46,3617902.55,2770887.83,847014.72,355188.18,"$199,652.61",292173.93,"$420,325.72", 230153.27 ,"128,151.79",29252.26,0.1246,4974061.04,"4,508,806.08",11451127.4,287711.22,,"$1,401,801.67",0.7384,963,3786.09,0.1498,0.9559,5190,0,3271028.87,1649,2217.74
REC100367,2025-07-27,LOC004,Europe,Western Europe,Germany,Bavaria,munich,Munich Works,Automotive,EMEA,DACH,48.14,11.58,PROD009,Epsilon,Services,Services,Maintenance,ConsultPro,CON-EP-5164,FALSE,2015,T,CUST006,Yes,Orion Automotive GmbH,Orion Mobility,Key Accounts,Automotive,OEM,J. Smith,Y,Tier 1,Germany,Europe,1,SCN001,Actual,Actual,v1,CUR002,EUR,Euro,1.06,01-Jul-2025,0,27459397.03,28871902.38,708125.55,184147.58,"27,979,629.26",13972850.42,14006778.84,3808202.85,779293.68,9419282.31,10637293.48,7932791.7,1218011.17,279714.09,13.2%,34219305.03,32654865.74,122236019.22,"2,229,667.16",4996340.39,6475129.99,0.8957,1935,14190.9, 21.00% ,0.948,3877,0,24672988.59,352,"$84,271.53"
REC100368,2024-07-01,LOC006,Europe,Northern Europe,United Kingdom,England,Manchester,Manchester Site,Technology,emea,UKI,53.48,-2.24,PROD008,Epsilon,Services,Services,Implementation,ConsultPro,Con-Ep-9251,,2016, y ,CUST007,T,Skyline Telecom,Skyline Group,Enterprise,Telecom,Direct,J. Smith,F,Tier 2,Germany,Europe,Active,SCN002,BUDGET,Plan,FY26.1,CUR004,GBP,Pound Sterling,1.24,07/01/2024,FALSE,2067575.13,2061344.15,109789.18,15684.91,1935870.05,,513759.7,281947.62,22545.54,209266.54,281018.95,146241.62,71752.41,30535.51,0.1818,"1,952,551.51","2,648,572.75",7609268.92,,339021.96,351776.54,80.2%,528,"$3,661.78",0.1793,0.8148,134,0,1131505.73,209,
REC100369,2025/04/22,LOC011,middle east & africa,Middle East,United Arab Emirates,Dubai,Dubai,Dubai Distribution,Industrial,MEA,GCC,25.2,55.27,PROD005,Gamma,Drives,Hardware,Variable Frequency Drives,Voltis,VOL-GA-6180,FALSE,2018, y ,CUST009,T,GreenGrid Utilities,GreenGrid,Enterprise,Utilities,Direct,M. Chen,F,Tier 3,USA,North America,Yes,SCN001,Actual,Actual, v1,CUR009,aed,UAE Dirham,0.26,2025-04-01, n ,789935.41,888097.44,,23129.58,796918.74,458485.43,"338,433.31","$52,766.30",21380.92,264286.1,303329.73,181311.15, 39043.63 ,10565.38,0.2854,651493.83,776608.55,2484167.05,70307.54,94457.51,,90.53,1473,536.28,10.9%,0.9072,4438,0,282127.9,4151,208.31
REC100370,2025-04-26,LOC003,North America,Mexico,Mexico, Nuevo León,Monterrey,Monterrey Hub,Industrial,LATAM,Mexico North,25.69,-100.32,PROD001,Alpha,Sensors,Hardware,Pressure Sensors,Auron,AUR-AL-4811,Yes,2019,1,CUST007,,Skyline Telecom,Skyline Group,Enterprise,Telecom,Direct,M. Chen,,Tier 3,Mexico,North America,TRUE,SCN005,Prior Year,Historical,PY,CUR003,MXN,Mexican Peso,0.06,2025-04-01,No,1595127.75,1911626.06,179286.37,10433.88,1721905.81,1155912.59,,111472.43,105789.58,348731.21,"399,526.44",247633.38,50795.22,10020.34,0.2689,1537599.0,1662255.89,2076563.31,91625.12,252683.66,303440.87,0.6733,2514,681.1,0.0146,0.9339,916,0,1567160.14,1019,1956.02
REC100371,2025-06-06,LOC002,North America,US & Canada,United States,California,San Jose,Silicon Plant,Technology,Enterprise,West,$37.34,(121.89),PROD011,Zeta,Edge Devices,Hardware,Routers,,AUR-ZE-7584,,2022,N,CUST006, y ,Orion Automotive GmbH,Orion Mobility,Key Accounts,Automotive,OEM,S. Müller,T,Growth,Mexico,North America,Inactive,SCN003,Forecast,Rolling Forecast,RF_Q1,CUR001,USD,US Dollar,,2025-06-01,1,6211660.34,7286884.48,820995.97,"273,693.68", 6192194.83 ,"$3,522,081.03",2670113.79,528645.42,,,2200430.5,1208584.05,200715.11, 68924.83 ,0.374,15001073.97,,15032316.04,332083.61,761929.52,894622.22,1.0406,,42279.52,0.2386, 96.37% ,5989,3,4426220.5,4680,1667.17
REC100372,2023-01-24,LOC005,Europe,Southern Europe,Spain,Catalonia,Barcelona,Barcelona Plant,Consumer,EMEA,Iberia,41.39,2.17,PROD003,Beta,Controllers,Hardware,,Nexa,NEX-BE-7130,FALSE,2017,T,CUST007,,Skyline Telecom,Skyline Group, Enterprise  ,Telecom,Direct,J. Smith,No,,Mexico,North America,Yes,SCN001,Actual,Actual,v1,CUR002,EUR,Euro,1.12,2023-01-01,F,2168837.18,2572813.76,286329.98,109755.31,2176728.47,"$1,661,664.65",515063.83,253410.36,"38,460.05",223193.42,"$253,539.80","170,431.74",30346.38,28922.96,0.1227,"$5,339,470.01",2497924.31,8992681.93,112891.51,301952.68, 252392.80 ,82.41,1306,1660.67,0.1804,95.2%,576,1,"1,662,969.75",2868,$945.17
REC100373,10-Apr-2024,LOC008,Asia Pacific,East Asia,Japan,Tokyo,Tokyo,,Technology,APAC,Japan,$35.68,139.65,PROD001,Alpha,Sensors,Hardware,Pressure Sensors,AURON,AUR-AL-5054,T,2019,TRUE,CUST004,Yes,MediCore Systems,MediCore,Enterprise,Healthcare,Direct,D. Johnson,0,Tier 3,Germany,Europe,Y,SCN002,Budget,,FY26.1,CUR006,JPY,Japanese Yen,0.01,2024-04-01,N,21365839.43,"$23,753,598.45",2569497.8,,"$20,423,447.48",11130124.11,9293323.38,1942518.69,383721.98,6967082.71,7482596.93, 5772558.99 ,515514.22,297847.2,0.1344,21669745.4,21538880.53,30935395.89,285254.65,2692240.56,4325036.07,0.4432,1336,15671.05,20.6%,96.0,2265,0,,4432,5022.63
REC100374,,LOC008,Asia Pacific,East Asia,JP,Tokyo,Tokyo,Tokyo Center,Technology,APAC,Japan,35.68,139.65,PROD005,Gamma,Drives,Hardware,Variable Frequency Drives,Voltis,VOL-GA-8966,FALSE,2018,T,CUST001,1,Acme Industrial LLC,Acme Group,Enterprise,Manufacturing,Direct,A. Brown,Inactive,Growth,Brazil,Latin America,Yes,SCN002,Budget,Plan, FY26.1,CUR006, JPY  ,Japanese Yen,0.01,2023-01-01,N,5340718.9,5743448.94,293974.48,"$134,131.62",5315342.83,2908883.4,2406459.43,984785.11,143157.91,1278516.41,1419310.46,971569.47,140794.05,,18.04,10276865.69,4882975.05,19854991.39,93611.55,1160997.21,516991.9,0.6971,984,5544.11,,0.8243,3719,4,"1,694,554.06",2149,2847.12
rec100375,2024-04-01,LOC002,North America,US & Canada,United States,California,San Jose,Silicon Plant,Technology,Enterprise, West,37.34,-121.89,prod002,Alpha,Sensors,Hardware,Temperature Sensors,Auron,AUR-AL-8244,Active,2021,Active,cust008, n ,Pacific Foods Co,Pacific Foods,SMB,Consumer Goods,Reseller,L. García,F,Tier 1,United States,North America,Active,SCN001,actual,Actual,v1,CUR001,USD,US Dollar,1.03,04/01/2024,Yes,"8,696,646.45",9734080.19,"884,651.31",314502.63,"8,534,926.25",4628900.89,3906025.36,1353425.69,"586,697.26",,2133939.13,"1,369,170.08",168036.72,,0.6631,,11994732.51,31381830.64,658610.45,"2,158,511.29",985588.59,0.7957,3082,2821.75,0.0925,0.8003,2618,2,3083885.73,1970,5248.34
REC100376,2024-09-20,LOC009,Asia Pacific,South Asia,India,Karnataka,Bengaluru,Bengaluru Hub,Services,APAC,India,12.97,77.59,PROD002,Alpha,Sensors,Hardware,Temperature Sensors,Auron,AUR-AL-3180,Active,2021,Yes,CUST001,Active,Acme Industrial LLC,Acme Group,Enterprise,Manufacturing,Direct,R. Patel,Inactive,Tier 3,Poland,Europe,Y,SCN001,actual,Actual,v1,CUR007,Inr, Indian Rupee ,0.01,20240901,0,1312710.84,1500758.44,127022.03,52319.11,1321417.29,959105.26,"362,312.03",209521.91,21144.25,"131,645.87","145,077.88",94291.55,13432.01,"18,897.24",16.37,2347144.63,1820172.03,6048852.04,"19,214.39",267970.97,430291.14, 99.31% ,2956,444.08,0.0304,0.8932,6244,0,613698.33,3097,506.03
REC100377,2024-09-30,LOC006,Europe,Northern Europe,United Kingdom,England, Manchester,Manchester Site,Technology,EMEA,UKI,53.48,-2.24,PROD007,Delta,Software,Software,Monitoring Platform,Synapse,SYN-DE-1505,TRUE,2020,Y,CUST002,,BluePeak Energy,BluePeak Holdings,Key Accounts,Energy,Direct,Priya Nair,1,Growth,CHINA,Asia Pacific,F,SCN003,Forecast,Rolling Forecast,RF_Q1,CUR004,,Pound Sterling,1.31,2024-09-01,FALSE,7420560.07,8189689.21,364999.16,"371,821.03",7452869.01,,4037958.5,1448660.79,"547,182.85","2,042,114.86",2306326.54,1406752.9,264211.67,34104.04,0.2994,7644794.72,9572455.99,27051025.17,574358.99,2156532.18,732668.44,1.0271,1586,4821.27,0.2667,0.951,4785,0,6098830.34,372,23260.99
